VideoId,Title,PublishedAt,ChannelId,ChannelTitle,CategoryId,ViewCount,LikeCount,DislikeCount,CommentCount
AW09kv_yq1s,TROCAMOS DE NAMORADA COM EMILLY VICK E LEOZINHO POR 24 HORAS!,2023-11-25T15:00:08Z,UC2bYhAHyaqfWlPXWBVk4BcA,Enaldinho,Entertainment,4757764,108493,0,2483
x1Hx1wxe_VE,ROBLOX Uma Experiência Blox Fruits (O PIRATA MAIS FORTE),2023-11-26T18:00:10Z,UCcCvGkfzka0pNvFxXoCs5ww,Smufy,Gaming,250024,37074,0,2924
2oYfL3IPaMM,FUI CAÇADO POR UMA SQUAD DE PROPLAYER E ISSO ACONTECEU!! FREE FIRE MOBILE,2023-11-27T14:56:49Z,UCVse66mti9GN2SWF2eh_SCg,FREITAS,Gaming,541920,60531,0,1123
pqYKA_z9rwA,TROQUEI DE PERSONALIDADE COM ENALDINHO POR 24 HORAS *Sobrevivemos ?,2023-11-25T15:25:00Z,UCIRNu5s24r7zAPTFic_eWNw,Leozinn 077,Gaming,3486480,68729,0,1399
QrlbRRGSgdM,VIAJAMOS PARA A CIDADE DO GTA na VIDA REAL! ft Nobru e Paulinho #1 (LUQUET4),2023-11-27T15:01:45Z,UCMp3NX1YzYIaSnL03QkpvLA,LuquEt4,Gaming,84325,9903,0,270
sFzVc5gi8Y8,ESTOU GRÁVIDA PELA SEGUNDA VEZ 🤍🤰🏻DEU POSITIVO 😭,2023-11-26T22:00:24Z,UCFNDsIEPwaAVMGNIQkU-jvA,Canal da Manuh,Entertainment,120999,14787,0,1118
3HVX1d0iheM,HAMMER JAM: Upgrade Uproar! Clash of Clans Animation,2023-11-26T11:12:53Z,UCD1Em4q90ZUK2R5HKesszJg,Clash of Clans,Gaming,5945916,174018,0,4736
_DHQOJt2IOY,"Rodrygo dá show, faz dois golaços, Bellingham também marca, e Real Madrid vence o Cádiz por LALIGA",2023-11-26T19:46:11Z,UCw5-xj3AKqEizC7MvHaIPqA,ESPN Brasil,Sports,1577226,78610,0,2970
m-eSwi68wAE,Pedi ela em Casamento,2023-11-26T15:00:38Z,UCF-jePDohV1xZAufLR6zdGw,Vibe de Dois ,People & Blogs,152749,21800,0,1574
SP182Iet-t0,"A Lua - Evoney Fernandes, Allanzinho (Clipe Oficial)",2023-11-25T15:48:35Z,UCLocu7ZcbxGvSr0z24vmq4A,Evoney Fernandes,People & Blogs,1221044,34617,0,1261
MllM52LTJWY,"GARNACHO FAZ GOL ANTOLÓGICO DE BICICLETA, E MANCHESTER UNITED SUPERA EVERTON | MELHORES MOMENTOS",2023-11-26T18:43:55Z,UCw5-xj3AKqEizC7MvHaIPqA,ESPN Brasil,Sports,1244589,59371,0,1617
xa77r87_a0Y,"FALE UM JOGADOR QUE JOGOU NOS DOIS TIMES PARA CHUTAR!! *ACERTOU, CHUTOU*",2023-11-26T21:14:09Z,UCRcm1ySdquHEzFVvv69WgrQ,Tulinho Oficial,Sports,214189,13946,0,132
inRcqhZbF1w,Interior Desbravador All Black? Veja como ficou !,2023-11-26T22:30:04Z,UC1Uc7VKcHGDSMxNnztQlHSA,Henrique Carvalho,Autos & Vehicles,68680,8831,0,286
r2H0cIcAJRk,"""O Corinthians vai passar pelo MAIOR CHOQUE DE GESTÃO de sua história"", Augusto Melo (26/11/23)",2023-11-27T00:52:02Z,UC8-Us0P-XZJbVie1DhL55Bw,Mesa Redonda,Sports,86131,2822,0,167
b5VbG7J3OtU,"🔴 PALMEIRAS SÓ DEPENDE DELE, MAS O FLAMENGO CHEGOU. GALO E BOTAFOGO BRIGAM NO BRASILEIRÃO?",2023-11-27T13:11:08Z,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte,Sports,139323,12780,0,348
oQRwWUJoQG4,gastei 25000 ROBUXs nas NOVAS HABILIDADES da ATUALIZAÇÃO do BLADE BALL!!,2023-11-26T09:32:52Z,UCMlJiuR7e4jf3oAYW1PEUcQ,Xou Blox,Gaming,195417,4700,0,243
IsbaB3uZA3M,O Calabouço Secreto! - Craft Games 316,2023-11-25T19:30:00Z,UCtKndmEnQyqkhOQfpi5CgvQ,Davi,Gaming,491649,71139,0,1102
D4LdafZyduk,Casa Automática em 360° - Minecraft Em busca da casa automática #360,2023-11-25T16:13:05Z,UCiIZY89KwQkxAW-4Le7U7zg,viniccius13,Gaming,1082328,148351,0,8465
fB6D_SQ0wfI,Bob Esponja Tenta Ser Babá e Outros Novos Empregos 🍼 | Nickelodeon em Português,2023-11-25T13:00:35Z,UCMryAHWeLf3TxDyDxSWs4AQ,Nickelodeon em Português,Entertainment,518656,4169,0,0
gnyBiGN5ipA,AUGUSTO MELO: 1ª COLETIVA COMO NOVO PRESIDENTE DO CORINTHIANS,2023-11-25T22:10:54Z,UCwpyuvmJ_mOrebYbUPXtaBQ,Meu Timão,Sports,276206,9777,0,647
H1MBYsVamBQ,CM Punk IS BACK! See the epic Survivor Series return: Survivor Series: WarGames 2023 highlights,2023-11-26T04:29:26Z,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,Sports,5740061,224035,0,25782
gmtOKewkzgg,BENJA dá FORTE declaração sobre DUÍLIO MONTEIRO ALVES,2023-11-25T17:55:58Z,UCwpyuvmJ_mOrebYbUPXtaBQ,Meu Timão,Sports,281488,10102,0,410
V04udMRSoT4,MUNDIAL DE FREE FIRE | FFWS | CORRIDA PELO BÔNUS -  DIA 2 | AO VIVO - DIA 25/11,2023-11-25T15:42:52Z,UCOaQsQIByJYHyETtw48l_Vw,Free Fire Esports Brasil #LBFF,Gaming,478452,26564,0,160
wm-3VkcJQpA,PAROU A CIDADE! CHEGADA DO FLAMENGO EM UBERLÂNDIA! TORCIDA DO MENGÃO FAZ UM LINDA FESTA! FLA X AME,2023-11-25T21:13:03Z,UC440oU9jl0O9_4s9EKRrvEA,Redação Ninho,Sports,257997,15942,0,452
3UaA4HJ2F1k,TODAS AS ARMADURAS NO MINECRAFT,2023-11-25T13:39:45Z,UCHkLdUqjUct7f4iskfqQzWQ,Onerb,Gaming,368907,12695,0,701
gP-HXBKgU-0,"Banda Encantu´s, @laryingrind_oficial È Sério (Clipe Oficial)",2023-11-24T21:00:12Z,UCgJ1O9E8J4XBSYgSjf4X0VQ,Banda Encantu´s,Music,1002734,35051,0,2800
