VideoId,Title,PublishedAt,ChannelId,ChannelTitle,CategoryId,ViewCount,LikeCount,DislikeCount,CommentCount
FPviP_MBrTQ,The Try Guys Make Croissants Without A Recipe,2023-11-25T16:00:10Z,UCpi8TJfiA4lKGkaXs__YdBA,The Try Guys,Comedy,1608543,68161,0,3143
CTNybE6A5UQ,Goku's TRUE POWER Goes Even Further Beyond! | DEATH BATTLE!,2023-11-27T18:00:06Z,UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE!,Entertainment,397424,21211,0,8170
g63Sgg3zj-c,Beating Minecraft on 100x Speed,2023-11-25T14:30:17Z,UCvt0HYxX34vUvqu66HLXeUw,rekrap2,Gaming,817609,44058,0,2398
bNq0G8MSDl4,"Transforming my boyfriend's MESSY Room | 4 days of work, ikea runs, deep cleaning",2023-11-27T02:56:07Z,UCABbEMDC2EdsLuF0pkoV_cg,Jathaly,People & Blogs,198229,9772,0,335
OJwzvC5KxpE,trying dairy for the first time,2023-11-25T20:47:33Z,UC_UnVDztkvE1hw064XFTNSQ,BENOFTHEWEEK,People & Blogs,486926,31519,0,3668
DhdAf3wpOwU,"Discovering The ""Fashion of the Future""",2023-11-24T19:00:23Z,UCSUf5_EPEfl4zlBKZHkZdmw,Danny Gonzalez,Comedy,2023346,145884,0,5507
fcGYlE8Gk5M,Wish Frustrates Me,2023-11-25T23:12:21Z,UCGAJOYHlh_tV8Xct5gWZpyw,CellSpex,Film & Animation,422808,21192,0,2075
sThJDYOVZr0,OG Fortnite but the Most Eliminations = $1000,2023-11-25T16:00:39Z,UCXrExb1m3VjR0m1_l9luxRQ,PWR,Gaming,1144152,24996,0,446
JpnY87xuI1E,WWE's One HUGE Condition For CM Punk's Return Revealed,2023-11-27T11:35:55Z,UCq8jp0E99ELBvmBxjJ-JLgA,WhatCulture Wrestling,Sports,141923,3544,0,998
mltUXSM8t5c,I Fooled My Brother With HEROBRINE in Minecraft,2023-11-25T18:31:09Z,UC_cvTMeip9po2hZdF3aBXrA,BeckBroJack,Gaming,426819,9872,0,657
AQaMyhC6-4U,Katharine Hepburn’s Twisted Double Life,2023-11-25T23:07:53Z,UCgV0XiAesMW_-P4nkvMdVSw,Factinate,Entertainment,396401,12542,0,712
VJq1t1YDKrM,"Asking Strangers For Food On Thanksgiving Day, Then Paying Their Rent",2023-11-25T14:23:20Z,UCSrnmu3W6YXWU_85DKT5arg,ThatWasEpic,Comedy,1181355,85070,0,5109
szSy29m28aA,Surprising a Subscriber with his DREAM Gaming Setup,2023-11-25T21:02:30Z,UCym0XKpmoSl594oT9yhEk0Q,Clix,Entertainment,725100,45215,0,3908
epgaiKrAM48,What if Pokémon Combined Rock and Ground Type?,2023-11-25T15:14:59Z,UCSAYHSNaY5_UEol4_frPurg,MandJTV,Gaming,350146,21541,0,2496
kLDvEMG2UlI,Luh Tyler - Change My Wayz [Official Music Video],2023-11-24T17:00:10Z,UCwEG-vwbSPLEJGlLmgFneiA,Luh Tyler,People & Blogs,822509,51434,0,1468
hrtKl4FbnzQ,The WEIRDEST Gorilla Tag Mods...,2023-11-25T16:30:06Z,UCRaehQPWXnJ72WmE8nvvKKw,jmancurly,Entertainment,696894,17384,0,3836
YgAw9UvDCmo,I Combined EVERY Fast Food Burger in America | Food Theory,2023-11-26T18:05:00Z,UCHYoe8kQ-7Gn9ASOlmI0k6Q,The Food Theorists,Howto & Style,808313,46222,0,3997
jsI3mgcLJZA,The 72nd MISS UNIVERSE National Costume Show,2023-11-17T03:47:01Z,UCTdxW3Si8aduSuZbzyR2jlw,Miss Universe,Entertainment,9444480,109738,0,10976
7qxTKtlvaVE,How Much Horsepower is a Horse?,2023-11-24T16:00:10Z,UCL6JmiMXKoXS6bpP1D3bk8g,Donut,Autos & Vehicles,2972286,154096,0,11199
hBJc4koVHLs,Kali Uchis & KAROL G - Labios Mordidos [Official Video],2023-11-24T05:00:07Z,UCQTuAezPu6MOpcIJ1Tz9dNA,KALI UCHIS,Music,6453261,245150,0,7708
b_54nUPUQ74,IT'S TOO LATE... BUT WE'RE TRYING ANYWAY..,2023-11-27T15:27:08Z,UCwh2SF7McSUf1GVFVk0nP8w,Trent & Allie,People & Blogs,206610,29240,0,1279
YLXx6FUmCgg,"Hermitcraft 9 Ep 52:  MEGA Volcano Eruption - 50,000 blocks!",2023-11-27T16:15:01Z,UCodkNmk9oWRTIYZdr_HuSlg,GoodTimesWithScar,Gaming,275005,27042,0,1612
5EuW_zNgeQE,The World's Shortest Woman VS Tallest Man!,2023-11-24T15:30:11Z,UC56D-IHcUvLVFTX_8NpQMXg,Brent Rivera,Entertainment,4696593,300146,0,4816
xPH-zl7vwUc,"T-Pain Performs Legendary Hits ""Got Money"", ""Good Life"", ""I'm N Luv"" & More | Soul Train Awards '23",2023-11-27T02:58:41Z,UCcVqCJ_9owb1zM43vqswMNQ,BETNetworks,Entertainment,375497,10248,0,917
sKhUtSzn9e4,"I shredded my $400,000 Red Italian Supercar",2023-11-24T23:32:58Z,UCdqp0KK_Io7TwK5cJMBvB0Q,WhistlinDiesel,People & Blogs,1442807,79421,0,4094
330h41yZo-Q,Unforgivable!! The Tragic tale of Air Algérie Flight 6289,2023-11-25T14:59:36Z,UCwpHKudUkP5tNgmMdexB3ow,Mentour Pilot,People & Blogs,505536,27381,0,1781
-OGHfFGd0kA,The End of an Era,2023-11-24T23:16:05Z,UCxsk7hqE_CwZWGEJEkGanbA,KreekCraft,Gaming,1591727,78243,0,11895
MQFLp6tBdHE,"Coco Jones & SWV Perform ""Double Back"" and ""Rain"" | Soul Train Awards '23",2023-11-27T02:03:28Z,UCcVqCJ_9owb1zM43vqswMNQ,BETNetworks,Entertainment,608221,20228,0,527
mwKJfNYwvm8,I Built 100 Wells In Africa,2023-11-04T16:00:00Z,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,Entertainment,122564221,8713775,0,204129
z-6DiL4IiKs,Full Survivor Series: WarGames 2023 highlights,2023-11-26T06:15:37Z,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,Sports,3541547,80388,0,3774
wl_s54MBsmY,How Pokemon Saved the Ice Type,2023-11-25T16:00:00Z,UC9OZkS1Mhl5UvKSiPrYqsxg,WolfeyVGC,Gaming,608590,28419,0,1361
Axwl4sSzPZk,I'm Not Feeling... Myself Today - Secret Life #6,2023-11-25T13:30:03Z,UC4YUKOBld2PoOLzk0YZ80lw,Tango Tek,Gaming,272030,19687,0,1200
hnsB3xpwAPs,"Busta Rhymes - BIG EVERYTHING (Official Music Video) ft. DaBaby, T-Pain",2023-11-24T05:00:21Z,UCFIAkL-_akPk430rbdmPNaw,BustaRhymesVEVO,Music,2015676,117638,0,7469
6Zia-Uqr9qU,Jason Kelce MIC’D UP in DRAMATIC WIN vs. KC Chiefs,2023-11-24T21:53:52Z,UCaogx6OHpsGg0zuGRKsjbtQ,Philadelphia Eagles,Sports,741437,13472,0,606
yoD5IomblPU,Manchester City v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 11/25/2023 | NBC Sports,2023-11-25T15:06:53Z,UCqZQlzSHbVJrwrn5XvzrzcA,NBC Sports,Sports,1014483,12465,0,905
EN383WpHmlM,DIY stools molded to our butts,2023-11-24T16:35:41Z,UCUuMYw2l2UeWyTGYixYfRCA,Evan and Katelyn,Howto & Style,575555,30416,0,2249
4E9IntctVeA,DOMINIC FIKE | CHICKEN SHOP DATE,2023-11-24T17:00:03Z,UCyQ-DUV6lZgoL8wiPusYiUg,Amelia Dimoldenberg,Entertainment,734555,46728,0,1069
TfaRjTmPAKk,Can you beat Total Warhammer 3 with ONLY Heroes,2023-11-24T17:00:32Z,UCAV8wKgROckLODCVnteIrVg,Anti-Kleaper,Gaming,528510,22419,0,530
ePLH3A8Ckkc,"If I Catch a Gen 5 Pokémon, I Buy It.",2023-11-24T20:00:13Z,UCrer50j4M2Lv9wda2ZpqzRA,Purplecliffe,Gaming,421516,20952,0,4949
9_w8inUEcmE,BLACK FRIDAY SHOPPING CHALLENGE! Sister vs Sister,2023-11-24T22:24:03Z,UCuVHOs0H5hvAHGr8O4yIBNQ,Niki and Gabi,Howto & Style,277120,12036,0,372
088ixiftXaU,The Penumbra Collection Review,2023-11-24T14:00:00Z,UClOGLGPOqlAiLmOvXW5lKbw,MandaloreGaming,Gaming,568930,27895,0,903
Eah9ZYH4ryg,Garten of Banban 6 - Official Trailer,2023-11-24T14:10:52Z,UCzDYgkEUa7tcWFmhfVItiiA,Euphoric Brothers,Gaming,1992724,70902,0,9145
8FkLRUJj-o0,"ANIMAL (OFFICIAL TRAILER): Ranbir Kapoor | Rashmika M, Anil K, Bobby D | Sandeep Vanga | Bhushan K",2023-11-23T08:20:11Z,UCq-Fj5jknLsUf-MWSy4_brA,T-Series,Music,78035877,1536574,0,68042
fNNlzhJjY5o,Macy's Thanksgiving Day Parade 2023 | FULL,2023-11-23T15:30:00Z,UChLtXXpo4Ge1ReTEboVvTDg,Global News,Entertainment,1959061,15231,0,953
k4LLEmANPwE,Rod Wave - Great Gatsby (Acoustic) (Amazon Music Presents),2023-11-23T21:00:10Z,UCenjunBhBhvKjfDAESnoppw,RodWave,Music,972289,37318,0,1261
7__r4FVj-EI,Octopus vs Underwater Maze,2023-11-24T15:00:10Z,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,Science & Technology,15251680,529550,0,11122
Gna3lKciqvo,My First Game Of OG FORTNITE,2023-11-23T19:50:31Z,UC9lSZSYpDDE18hoFA7YlBpw,Tfue,Gaming,3451392,146639,0,3363
lsKS6YhZ-i4,HIDE & SEEK but Everyone has SUPERPOWERS!,2023-11-25T18:00:31Z,UCGNaS7Q5TLpOzx-oIocgkqA,Txns,Gaming,406473,4035,0,214
byfWscC87Vg,I'VE BEEN ROBBED,2023-11-23T14:00:28Z,UCWFKCr40YwOZQx8FHU_ZqqQ,JerryRigEverything,Howto & Style,5804326,460702,0,20630
63vD-x11TY4,"Bowling Ball Cannon Vs. Bulletproof Glass Windows at 82,000fps",2023-11-23T22:00:02Z,UC5f5IV0Bf79YLp_p9nfInRA,How Ridiculous,Sports,1502946,57223,0,2819
301u1B0jLRk,So I entered a Suika Game tournament...,2023-11-24T20:00:01Z,UCBODyKF0JMbUd6D9Bklyzbw,Alpharad,Gaming,601079,31822,0,456
pyZtr3_dN3E,Myke Towers - LA FALDA (Video Oficial),2023-11-24T00:00:09Z,UCLk8IJ1TwI7Xl7UUfAD8xPQ,Myke Towers,Music,2451553,90429,0,2531
7_I-bSwBtL4,A PHILLY SPECIAL CHRISTMAS SPECIAL,2023-11-24T01:00:09Z,UC2VYYVfKtZvtbsNX_BcawKw,A Philly Special Christmas,Entertainment,458591,23618,0,1316
Z-RqHz5EJqo,Digging A SECRET GARAGE Part 2,2023-11-23T16:00:27Z,UCp68_FLety0O-n9QU6phsgw,colinfurze,Entertainment,4630856,221883,0,6229
1yhNARgC6I8,"Rels B, Kenia OS - Por Dentro (Video Oficial)",2023-11-24T00:00:01Z,UCzmZtDoRh0zRTTuxiw3zJZg,Rels B / Skinny Flakk,Music,4852776,352345,0,31755
iN3nUIdxWlc,Rescuing My Favorite Failure,2023-11-23T20:01:01Z,UC6I0KzAD7uFTL1qzxyunkvA,Blacktail Studio,Howto & Style,867085,37429,0,5633
BGYIXarTNbA,RENAISSANCE: A FILM BY BEYONCÉ | Official Trailer,2023-11-23T16:44:21Z,UCuHzBCaKmtaLcRAOoazhCPA,Beyoncé,Music,944246,58218,0,3035
6EbuAEagQj4,The Deepest We Have Ever Seen Into the Sun | SDO 4K,2023-11-23T19:30:00Z,UC-9b7aDP6ZN0coj9-xFnrtw,Astrum,Education,2411853,44088,0,1807
HMbdnGCFi-4,20 MEN VS 1 RAPPER: SAUCY SANTANA! with Shamar,2023-11-23T00:13:14Z,UCvB0O3d0hgrcHHBWuiGtyXw,Unghetto,Entertainment,841671,24727,0,2179
G3NvcFKeemo,I Built a LEGO TRAIN for my PUPPY!,2023-11-23T18:00:07Z,UCq4qiifOaFGW3a2oljSfxUg,Half-Asleep Chris,People & Blogs,982759,33666,0,5463
3iDdSsoybxQ,BABYMONSTER - 'BATTER UP' M/V TEASER,2023-11-23T15:00:04Z,UCqwUnggBBct-AY2lAdI88jQ,BABYMONSTER,People & Blogs,10861337,411252,0,27289
RQYuyHNLPTQ,The Surprising Genius of Sewing Machines,2023-11-22T21:47:40Z,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,Education,6062533,188367,0,6272
xgxNTxmjJmc,DIY Canopy SUV Camping,2023-11-23T22:02:58Z,UCSnqXeK94-iNmwqGO__eJ5g,Steve Wallis,People & Blogs,437234,34486,0,2906
eMTgSSsqT20,WE'RE PREGNANT AGAIN!,2023-11-23T18:14:29Z,UCF2oW5-MO8dB6ul9WH9xi0A,blndsundoll4mj,People & Blogs,260531,18569,0,2279
EKnNr1Vae2M,Wish - Is It Good or Nah? (Disney Review),2023-11-23T00:39:25Z,UC5UYMeKfZbFYnLHzoTJB1xA,Schaffrillas Productions,Entertainment,1128896,73442,0,5524
c_iqrJrph8M,I Built a SECRET Room in Public!,2023-11-21T23:28:43Z,UCwVg9btOceLQuNCdoQk9CXg,Ben Azelart,Entertainment,7625765,137478,0,4382
