VideoId,Title,PublishedAt,ChannelId,ChannelTitle,CategoryId,ViewCount,LikeCount,DislikeCount,CommentCount
u9pzDZS0ZOM,龍宮城 / SHORYU (→↓↘︎＋P) -Music Video-,2023-11-26T12:00:09Z,UC8nWxBq1kD2HMxwwRUBCBeg,龍宮城 OFFICIAL / 0年0組,Music,288001,8369,0,591
-rm1hBKgi-U,2023.11.14 TOKYO DOME,2023-11-26T09:00:09Z,UCHKSVcQxZiGnHvtEzZP4u-w,森ちゃんねる,People & Blogs,302070,15440,0,578
SfPkl7lol7g,Fujii Kaze - Hana (Official Video),2023-11-24T12:00:09Z,UCNIy6zQyP7SuLEIaiwymfUA,Fujii Kaze,Music,3575834,173065,0,8154
Wdjh81uH6FU,"$1 vs $10,000,000 Job!",2023-11-25T17:00:00Z,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,Entertainment,81829959,3278698,0,57782
DIjxPRD0UB0,よく考えるとアーボックの性能がすごい件【ポケモンSV】【ゆっくり実況】,2023-11-26T10:45:00Z,UCymUFlFt2gKlaCu0RRVYhDA,エルトライト,Gaming,192427,3965,0,315
HeXl_FqJUOk,Mrs. GREEN APPLE - 01. ケセラセラ from Studio Session Live #2,2023-11-25T12:00:20Z,UCpFgmZm65yOU5X-hmWkWjuw,Mrs. GREEN APPLE,Music,498271,21845,0,854
vDaI2Z9hcdY,圧倒的視聴者数を誇るサロメにビビりまくるウメハラ【梅原大吾】【切り抜き】【葛葉カップ】,2023-11-26T11:00:47Z,UC5pQNAOnkkly0doFFDsBPxw,Daigo the BeasTV,Gaming,448085,7236,0,400
iO08qG8T6pM,本物に恐ろしいマイクラ都市伝説を検証してみた【まいくら・マインクラフト】,2023-11-26T03:00:22Z,UC8MS8ai8oNJ07be_hsVAWyw,YASUGOYA:ヤスゴヤ,Gaming,222533,4947,0,120
bahLryIkPW0,カイホウエクササイズ意味ないと気付いた日のモーニングルーティン。【野球部 寮生活】,2023-11-25T10:00:25Z,UCtBnofpvdI3Fbn6f7QclmYQ,あめんぼぷらす【日常コメディ】,Sports,1284170,28859,0,1622
ENTdCeuCKAc,Mrs. GREEN APPLE - 02. ANTENNA from Studio Session Live #2,2023-11-25T12:00:20Z,UCpFgmZm65yOU5X-hmWkWjuw,Mrs. GREEN APPLE,Music,444900,19167,0,748
phyuXMKhSIw,【本番】YouTuberガチバレー対決生放送,2023-11-24T13:38:05Z,UC8_wmm5DX9mb4jrLiw8ZYzw,スカイピース,Entertainment,2519581,47567,0,2528
40cj2iWTi3E,桑田佳祐＆松任谷由実 - Kissin’ Christmas (クリスマスだからじゃない) 2023 [Teaser],2023-11-25T15:00:02Z,UCaZ17KNeiVkQkeG7i2WDOnQ,桑田佳祐,Music,359593,6890,0,114
VpZ1bJuJBAg,"【Live】Bad B*tch 美学 Remix - Awich, NENE, LANA, MaRI, AI & YURIYAN RETRIEVER | at K-Arena Yokohama",2023-11-25T10:00:21Z,UCNx5Q9xTjgprA216Zy-Y8sg,Awich,Music,569793,16315,0,457
_HguTKlqxts,【忖度なし‼️】Qoo10メガ割ランキングをぶった斬る動画。,2023-11-26T10:16:48Z,UCVRDCteAx6zMUWMB86QRXxw,EGA.channel,People & Blogs,211196,4214,0,494
_uPRqRFxos0,大事な日にトラブル連発…ただの柴犬が100万人のYouTuberになった日のルーティン,2023-11-26T11:00:34Z,UCH2DxTwinV_cBKR2NTHNVWw,和風総分家,Pets & Animals,337454,20779,0,1584
3DGcBhWi0BQ,【旧車英品】くっきー！ロンドンで買ったバイク用パーツ大公開！,2023-11-26T09:00:02Z,UCqQCfFDTU0RhhbRI1aBDU6A,くっきー ! の引田くっきー !,Entertainment,236353,2287,0,97
wfGr0RxCSjc,【新NISAは100%全世界株】EXIT・りんたろー。の判断は？節約オタクふゆこが“S&P500派”の国山ハセンと激論／アクティブの9割がインデックスに勝てない理由【MONEY SKILL SET】,2023-11-27T11:00:50Z,UC8yHePe_RgUBE-waRWy6olw,PIVOT 公式チャンネル,News & Politics,282978,3058,0,289
k_Qxg4Dj7OU,【感謝を伝える】新天地での活躍願う…『山本由伸・山崎福也があいさつ』,2023-11-26T09:46:08Z,UC0v-pxTo1XamIDE-f__Ad0Q,(パーソル パ・リーグTV公式)PacificLeagueTV,Sports,182171,4766,0,309
cUgSf5T7rq0,【11月25日時点 : 続報!! 7万円 給付金】12月下旬から支給開始あり/ R5 住民税非課税世帯等対象/ 給付手続きの確認ポイント/ 厚労省の生活者・事業者向け支援 / 皆様のコメント 等,2023-11-25T11:00:34Z,UCWFRCZp5L_SZnjHAA52l1HA,ほらっちチャンネル,Education,610144,2503,0,498
RG_B3gfOzLo,=LOVE（イコールラブ）/ 15th Single c/w『狂想カタストロフィ』【MV full】,2023-11-25T13:00:32Z,UCv7VutirxDn3RWIJXI68n_A,＝LOVE（イコールラブ）公式チャンネル,Music,256488,10944,0,919
s_BHOiPvhQA,No.1キャバ嬢ひめかとぶっちゃけすぎた質問コーナーwwww,2023-11-25T09:00:41Z,UCJFWdjpYDIPe8Pdhmusnlgg,中町綾チャンネル,Entertainment,1082066,18057,0,807
rTULt4A-9Iw,仮面ライダーガッチャード VS 仮面ライダーレジェンド　EPISODE 2[公式],2023-11-26T00:30:20Z,UCEbPgdUbZgme40WpYmR0ocA,東映特撮YouTube Official,Film & Animation,406644,10381,0,0
IhaBUKgYbIw,WANIMA - ともに / THE FIRST TAKE,2023-11-24T13:00:09Z,UC9zY_E8mcAo_Oq772LEZq8Q,THE FIRST TAKE,Music,2131287,54433,0,1974
Jks7DQXgKuk,はじめてコストコいってきた！,2023-11-26T05:41:01Z,UCEAvwlv0ZtJrSsgaA2CewOw,きまぐれクックのサボり場,Howto & Style,342231,5305,0,243
jzDclF5pqqU,【生配信】Bs Fan-Festa2023 supported by DmMiX,2023-11-26T05:43:06Z,UCE_pCd9bB79Tf8eC_QZHkpA,BsTV - オリックス・バファローズ 公式,Sports,219960,2670,0,85
tDKX6KwbdGQ,TVアニメ『ONE PIECE』エッグヘッド編｜2024年1月7日スタート！,2023-11-26T01:00:31Z,UCdAHaWcKdpbT5XkN2Er6BUQ,ONE PIECE公式YouTubeチャンネル,Film & Animation,808465,18558,0,1560
WHyc6yfUonw,【FULL】｢母と暮らせなくなるかもしれない｣涙ながら語る志願者の姿に虎は…。子ども達に寄り添える保育士になりたい【オシカジュリアナ】[67人目]受験生版Tiger Funding,2023-11-24T10:00:09Z,UCt7ROfC-kIfRFx7yl4WLMjg,受験生版Tiger Funding,Education,816910,24028,0,2968
AwZTHXGGgXs,【今の選手は試合中に着替える！？】令和巨人の凄すぎる用具事情！＆退団後のオファーも赤裸々告白！ダウンタウン浜田さん、爆笑問題田中さんからメールが！！【ほろ酔い対談】第２話,2023-11-25T09:00:11Z,UCU77bY7q28jGPYlDn089gfg,ミスターパーフェクト槙原,Sports,265434,2193,0,110
eZTjKHT0yPA,人生初めて日本に来た韓国のお母さんが、初日から意外な反応を..⁉️マジショックを受けた😳(Ep.1),2023-11-25T10:18:47Z,UCp94jLyHGovwJj8In-8JpaQ,piyokoの韓国Lab.,Entertainment,399524,11441,0,788
CUrws6heMX0,【期間限定公開】永野芽郁さんのハーレーストーリー,2023-11-24T08:00:09Z,UCk0A-jAAns1LsldZbo_1nUw,Harley-Davidson Japan,Autos & Vehicles,4147879,67282,0,2673
w-3CCXGeNvg,[4K] 엔하이픈(ENHYPEN) “Still Monster” Band LIVE Concert 이런 괴물이라면 기꺼이 날 바쳐🩸 [it’s KPOP LIVE 잇츠라이브],2023-11-25T08:00:12Z,UCB9e3pof1o83aa0kkaoeJGA,it's Live,Entertainment,574705,82190,0,3015
5HRAV5OwqrI,冷えてきた秋の海に巨大な網を仕掛けてみると...,2023-11-26T03:34:20Z,UCIhqq_TjKA6IyCzgHTTxsAw,小豆島の漁師はまゆう,Entertainment,343357,4538,0,138
Ha4TJCVzofk,羽生善治会長が「表彰状、羽生善治どの」　自分で自分の名前を呼ぶのは「面映ゆい」【第1回将棋達人戦】＝北野新太撮影,2023-11-25T09:43:47Z,UC-vtEQo3uKRegc2be9mqexw,囲碁将棋TV -朝日新聞社-,Gaming,193093,5135,0,300
_lo8DIOimzI,世紀の大発明：ベッドトイレ,2023-11-25T10:00:13Z,UCTW2tw0Mhho72MojB1L48IQ,のばまんゲームス,Gaming,220821,6927,0,228
yEZ36moUES4,料理人・笠原将弘のBBQについて行ったら想像を超えていた。,2023-11-25T10:00:46Z,UCLcqrpFhRlJnm6etuLQblWg,【賛否両論】笠原将弘の料理のほそ道,Howto & Style,280432,6476,0,495
vKho3zUz3UM,アサヒ生ビール CM 「野球ファンのみなさん、おつかれ生です」篇 平田勝男,2023-11-24T04:50:05Z,UCsqyXuphJN_Msxuik8QOW5Q,アサヒグループ公式チャンネル,Entertainment,894331,0,0,0
bKxjfxMG-8M,【ヴィッセル神戸】2023明治安田生命Ｊ１リーグ優勝祝勝会【ビールかけ】,2023-11-25T11:13:24Z,UCJqntep7t6aBm99fXDjmECQ,VISSEL KOBE,Sports,120420,1799,0,99
gwZ-45L9GwI,岩の隙間にとんでもない巨大カニが潜んでいた…【3日間のガチサバイバル】,2023-11-25T02:55:59Z,UCtKvqtgwAkfyDCAQEIaRbig,水ラーメン,Entertainment,241487,2626,0,204
HzZpVzQC1Q8,粛聖!! ロリ神レクイエム☆ / マリンたん（９さい）cover【hololive/宝鐘マリン】,2023-11-24T10:00:10Z,UCCzUftO8KOVkV4wQG1vkUvg,Marine Ch. 宝鐘マリン,Entertainment,2634987,191157,0,10749
akvbVYQJ3QI,"【ホラー】弟者,兄者,おついちの「Lethal Company | リーサルカンパニー」【2BRO.】",2023-11-24T15:10:49Z,UC2GuoutVyegg6PUK88lLpjw,兄者弟者,Gaming,569221,7465,0,116
QWQZ1KMarAU,【セカンドガレージ】長谷川もドン引き？長田が車を買いました。,2023-11-25T03:11:31Z,UCmJuf67BYauQMkJL_UH4agw,向井長田のくるま温泉ちゃんねる,People & Blogs,202723,1698,0,156
APyk7JdRTnc,最近話題の4人協力ホラゲーを最高に楽しむ釈迦たち【Lethal Company】,2023-11-24T07:00:04Z,UCjg5-lUiUzdmzzBRY9Xqrhw,SHAKAch,Gaming,443292,10654,0,212
rOe3KyW8RnM,ONE PIECE 1086話予告「新皇帝！千両道化 のバギー！」,2023-11-26T01:00:22Z,UCdAHaWcKdpbT5XkN2Er6BUQ,ONE PIECE公式YouTubeチャンネル,Film & Animation,422788,5481,0,425
3MS5Z9z4grs,【独り立ち】海さんの事務所を出て1人暮らしを始めます,2023-11-24T11:00:05Z,UCFtNXtesKg13a244ZZS90nQ,勾配ニキ【信原空】,Sports,312284,6795,0,440
c9AbAJY7qXI,Rofu 🇯🇵 I GRAND BEATBOX BATTLE 2023: WORLD LEAGUE I Tag Team Elimination,2023-11-24T10:00:07Z,UCzgUc_EaBp2-u-zEvTC6P0g,Swissbeatbox,Entertainment,333956,13917,0,841
MxFo2UYSWnY,ハゲ人狼 NoHairWolf,2023-11-23T14:05:28Z,UCx1nAvtVDIsaGmCMSe8ofsQ,jun channel,Gaming,969735,21570,0,1745
AnEIGvN5Dkw,26000円で買ったPS5が制御不能な熱暴走で落ちまくるので直した,2023-11-24T11:00:15Z,UCCWLJImQvwHTXTe5Z_88zmw,おじおじ ジャパン,Science & Technology,326462,8207,0,671
iftA_9QGjIE,Mrs. GREEN APPLE - 03. 橙 from Studio Session Live #2,2023-11-25T12:00:39Z,UCpFgmZm65yOU5X-hmWkWjuw,Mrs. GREEN APPLE,Music,268189,12073,0,321
m6CFrfKw60w,アヴァン(Avant) - Eve MV,2023-11-23T10:00:08Z,UCUXfRsEIJ9xO1DT7TbEWksw,Eve,Music,2709658,111750,0,3246
sPi3_yeF5kY,【初配信】怪しそうで怪しくない、でも少しだけ妖しい魔道士【ミラン・ケストレル/にじさんじ】,2023-11-24T11:32:01Z,UCFtyinR2ZdvKK_Xgy07qXUg,ミラン・ケストレル / Milan Kestrel 【にじさんじ】,Entertainment,339684,26239,0,492
3iDdSsoybxQ,BABYMONSTER - 'BATTER UP' M/V TEASER,2023-11-23T15:00:04Z,UCqwUnggBBct-AY2lAdI88jQ,BABYMONSTER,People & Blogs,10861337,411253,0,27289
8bhbogm1L7M,"BE:FIRST / ナンジャモンジャ選手権 [You're My ""BESTY"" #44]",2023-11-23T10:00:10Z,UChNkqst-cjAoIbXb-ukn_tQ,BE:FIRST Official,Entertainment,370698,23720,0,1164
Y3aRUM8ebKE,=LOVE（イコールラブ）/ 15th Single c/w『ドライブ　デート　都内』【MV full】,2023-11-23T12:00:34Z,UCv7VutirxDn3RWIJXI68n_A,＝LOVE（イコールラブ）公式チャンネル,Music,260381,11074,0,1397
